year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,2,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",158.00,10.00,4.61,0.00,2.54,0.00,2.85,3.00,0.00,751.00,261.00,0.00,66.00,0.00,424.00
2024,2,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",145.00,15.00,2.64,0.47,4.11,0.00,7.78,2.00,0.00,1113.00,124.00,69.00,225.00,0.00,695.00
2024,2,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",204.00,24.00,12.62,0.00,5.23,0.00,6.15,7.00,0.00,1345.00,896.00,0.00,137.00,0.00,312.00
2024,2,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",247.00,22.00,6.90,1.68,4.85,0.00,8.57,7.00,0.00,1587.00,298.00,319.00,187.00,0.00,783.00
2024,2,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",535.00,56.00,21.39,0.93,12.65,0.00,21.03,7.00,0.00,4900.00,2517.00,14.00,414.00,0.00,1955.00
2024,2,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",58.00,4.00,1.25,0.00,2.75,0.00,0.00,0.00,0.00,257.00,179.00,0.00,78.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",51.00,2.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,58.00,42.00,0.00,16.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",196.00,25.00,5.74,0.65,14.39,0.00,4.22,0.00,0.00,1816.00,873.00,103.00,449.00,0.00,391.00
2024,2,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",58.00,6.00,2.97,0.00,2.03,0.00,1.00,0.00,0.00,288.00,173.00,0.00,75.00,0.00,40.00
2024,2,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",190.00,26.00,9.72,0.00,5.63,0.00,10.65,1.00,0.00,2010.00,617.00,0.00,241.00,0.00,1152.00
2024,2,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",944.00,75.00,21.02,1.48,8.85,0.00,43.66,4.00,0.00,6173.00,1667.00,290.00,579.00,0.00,3637.00
2024,2,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",78.00,5.00,3.25,0.00,0.81,0.00,0.94,0.00,0.00,165.00,92.00,0.00,26.00,0.00,47.00
2024,2,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",134.00,15.00,6.86,0.00,5.93,0.00,2.21,2.00,0.00,817.00,406.00,0.00,167.00,0.00,244.00
2024,2,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",31.00,8.00,3.83,1.00,1.58,0.00,1.59,0.00,0.00,1342.00,356.00,857.00,52.00,0.00,77.00
2024,2,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",39.00,3.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,382.00,382.00,0.00,0.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",29.00,1.00,0.63,0.00,0.00,0.00,0.37,0.00,0.00,30.00,19.00,0.00,0.00,0.00,11.00
2024,2,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",33.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,23.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",107.00,5.00,1.47,0.00,1.73,0.00,1.80,0.00,0.00,459.00,263.00,0.00,121.00,0.00,75.00
2024,2,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",6.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",74.00,8.00,1.48,0.00,1.00,0.00,5.52,3.00,0.00,525.00,38.00,0.00,19.00,0.00,468.00
2024,2,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",106.00,9.00,1.00,0.00,2.12,0.00,5.88,2.00,0.00,604.00,16.00,0.00,74.00,0.00,514.00
2024,2,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",78.00,13.00,4.94,0.00,1.57,0.00,6.49,1.00,0.00,1275.00,348.00,0.00,99.00,0.00,828.00
2024,2,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",58.00,2.00,1.72,0.00,0.28,0.00,0.00,0.00,0.00,118.00,103.00,0.00,15.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",99.00,19.00,5.71,0.00,10.44,0.00,2.85,1.00,0.00,592.00,232.00,0.00,245.00,0.00,115.00
2024,2,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",35.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,51.00,0.00,0.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",61.00,7.00,2.29,0.10,3.14,0.00,1.47,0.00,0.00,490.00,88.00,8.00,191.00,0.00,203.00
2024,2,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",49.00,7.00,1.77,0.00,3.02,0.00,2.20,0.00,0.00,268.00,129.00,0.00,80.00,0.00,59.00
2024,2,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",70.00,9.00,1.68,0.00,1.56,0.00,5.76,1.00,0.00,456.00,43.00,0.00,81.00,0.00,332.00
2024,2,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",113.00,15.00,6.36,1.00,1.95,0.00,5.69,3.00,0.00,839.00,359.00,58.00,84.00,0.00,338.00
2024,2,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",58.00,2.00,1.00,0.48,0.52,0.00,0.00,1.00,0.00,121.00,63.00,28.00,30.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",81.00,12.00,2.67,0.06,2.82,0.00,6.45,2.00,0.00,632.00,119.00,6.00,144.00,0.00,363.00
2024,2,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1410.00,167.00,29.83,6.91,62.05,0.00,68.21,23.00,1.00,12568.00,3381.00,760.00,2707.00,0.00,5720.00
2024,2,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",18.00,3.00,1.00,0.00,1.06,0.00,0.94,0.00,0.00,223.00,65.00,0.00,24.00,0.00,134.00
2024,2,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",5.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,59.00,0.00,0.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",75.00,7.00,2.15,0.27,3.06,0.00,1.51,0.00,0.00,177.00,47.00,6.00,68.00,0.00,56.00
2024,2,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2719.00,314.00,68.22,20.44,131.41,0.00,93.92,85.00,23.00,26694.00,6589.00,1775.00,8094.00,0.00,10236.00
2024,2,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",34.00,3.00,1.60,0.00,0.26,0.00,1.14,0.00,0.00,137.00,70.00,0.00,13.00,0.00,54.00
2024,2,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",106.00,12.00,1.50,2.60,3.17,0.00,4.72,1.00,0.00,1156.00,87.00,313.00,128.00,0.00,628.00
2024,2,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",89.00,4.00,2.65,0.00,0.77,0.00,0.57,1.00,0.00,259.00,186.00,0.00,42.00,0.00,31.00
2024,2,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",58.00,9.00,3.11,0.00,3.89,0.00,2.00,2.00,0.00,342.00,190.00,0.00,114.00,0.00,38.00
2024,2,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",49.00,5.00,3.00,0.82,0.00,0.00,1.18,0.00,0.00,154.00,106.00,18.00,0.00,0.00,30.00
2024,2,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",63.00,6.00,2.02,0.00,0.55,0.00,3.43,1.00,0.00,555.00,93.00,0.00,17.00,0.00,445.00
2024,2,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",58.00,12.00,7.90,0.00,2.72,0.00,1.38,0.00,0.00,462.00,296.00,0.00,70.00,0.00,96.00
2024,2,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",58.00,8.00,2.72,1.00,2.10,0.00,2.19,0.00,0.00,380.00,65.00,44.00,113.00,0.00,158.00
2024,2,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",29.00,4.00,3.91,0.00,0.00,0.00,0.09,0.00,0.00,256.00,254.00,0.00,0.00,0.00,2.00
2024,2,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",48.00,8.00,3.59,0.00,1.02,0.00,3.39,1.00,0.00,534.00,321.00,0.00,20.00,0.00,193.00
2024,2,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",492.00,35.00,7.79,1.82,9.98,0.00,15.41,1.00,0.00,3205.00,528.00,123.00,751.00,0.00,1803.00
2024,2,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",29.00,3.00,0.39,0.00,1.28,0.00,1.32,1.00,0.00,285.00,47.00,0.00,47.00,0.00,191.00
2024,2,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",29.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,41.00,24.00,0.00,17.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",70.00,4.00,1.37,1.86,0.00,0.00,0.77,1.00,0.00,454.00,93.00,154.00,0.00,0.00,207.00
2024,2,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",182.00,16.00,3.47,0.04,6.15,0.00,6.34,4.00,0.00,891.00,247.00,5.00,277.00,0.00,362.00
2024,2,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",25.00,4.00,2.00,0.00,1.00,0.00,1.00,2.00,0.00,175.00,108.00,0.00,46.00,0.00,21.00
2024,2,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",164.00,13.00,7.54,0.00,1.52,0.00,3.94,3.00,0.00,1064.00,588.00,0.00,33.00,0.00,443.00
2024,2,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",33.00,3.00,1.45,0.00,0.00,0.00,1.55,1.00,0.00,240.00,93.00,0.00,0.00,0.00,147.00
2024,2,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",112.00,7.00,1.42,0.78,2.26,0.00,2.53,4.00,0.00,1232.00,677.00,103.00,97.00,0.00,355.00
2024,2,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",170.00,11.00,3.54,0.00,2.04,0.00,5.42,4.00,1.00,1018.00,132.00,0.00,85.00,0.00,801.00
2024,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",514.00,49.00,16.07,0.69,10.63,0.00,21.61,8.00,1.00,3057.00,871.00,90.00,496.00,0.00,1600.00
2024,2,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",150.00,16.00,7.49,0.24,2.03,0.00,6.24,5.00,0.00,1378.00,483.00,26.00,149.00,0.00,720.00
2024,2,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",78.00,6.00,3.13,0.00,1.18,0.00,1.69,1.00,0.00,221.00,126.00,0.00,25.00,0.00,70.00
2024,2,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",189.00,21.00,7.55,0.00,5.35,0.00,8.10,4.00,0.00,1648.00,870.00,0.00,175.00,0.00,603.00
2024,2,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",21.00,1.00,0.57,0.00,0.43,0.00,0.00,0.00,0.00,30.00,17.00,0.00,13.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",170.00,20.00,6.13,0.09,2.87,0.00,10.91,3.00,1.00,1585.00,422.00,10.00,158.00,0.00,995.00
2024,2,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",61.00,8.00,1.94,0.00,4.00,0.00,2.06,0.00,0.00,221.00,73.00,0.00,91.00,0.00,57.00
2024,2,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",63.00,5.00,1.91,0.00,2.13,0.00,0.96,0.00,0.00,175.00,46.00,0.00,53.00,0.00,76.00
2024,2,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",129.00,8.00,3.10,0.42,1.21,0.00,3.28,4.00,0.00,887.00,158.00,39.00,44.00,0.00,646.00
2024,2,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",162.00,18.00,5.11,0.00,5.90,0.00,6.99,2.00,0.00,1962.00,460.00,0.00,667.00,0.00,835.00
2024,2,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",33.00,5.00,2.82,0.00,1.13,0.00,1.06,0.00,0.00,449.00,242.00,0.00,41.00,0.00,166.00
2024,2,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",54.00,5.00,2.93,1.00,0.18,0.00,0.89,0.00,1.00,179.00,123.00,16.00,8.00,0.00,32.00
2024,2,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",15.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,28.00,0.00,0.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",210.00,15.00,6.17,1.94,0.59,0.00,6.30,1.00,0.00,1180.00,356.00,113.00,56.00,0.00,655.00
2024,2,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",58.00,5.00,2.94,0.00,1.83,0.00,0.23,0.00,1.00,402.00,261.00,0.00,91.00,0.00,50.00
2024,2,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,2,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",76.00,2.00,1.73,0.00,0.27,0.00,0.00,0.00,0.00,57.00,50.00,0.00,7.00,0.00,0.00
2024,2,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",241.00,42.00,14.29,0.31,5.35,0.00,22.04,0.00,1.00,2037.00,505.00,9.00,136.00,0.00,1387.00
2024,2,AA,American Airlines Network,ALB,"Albany, NY: Albany International",114.00,32.00,12.77,0.00,9.72,0.11,9.40,0.00,0.00,1518.00,614.00,0.00,233.00,7.00,664.00
2024,2,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",42.00,3.00,1.73,0.00,0.35,0.00,0.92,0.00,0.00,85.00,44.00,0.00,6.00,0.00,35.00
2024,2,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",551.00,136.00,50.01,2.71,30.97,0.14,52.16,0.00,0.00,9448.00,4274.00,312.00,1002.00,9.00,3851.00
2024,2,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1113.00,196.00,56.38,1.22,38.28,0.87,99.25,2.00,2.00,12687.00,4024.00,93.00,1232.00,20.00,7318.00
2024,2,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",2.00,1.00,0.04,0.00,0.00,0.00,0.96,0.00,0.00,151.00,6.00,0.00,0.00,0.00,145.00
2024,2,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",55.00,22.00,6.57,1.00,3.03,0.00,11.41,0.00,0.00,2084.00,833.00,582.00,94.00,0.00,575.00
2024,2,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",211.00,72.00,21.97,1.28,21.13,0.00,27.62,0.00,0.00,3767.00,1311.00,214.00,639.00,0.00,1603.00
2024,2,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",71.00,16.00,6.41,0.16,1.58,0.00,7.85,0.00,0.00,732.00,297.00,7.00,50.00,0.00,378.00
2024,2,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",28.00,7.00,1.43,0.07,2.13,0.00,3.38,0.00,0.00,302.00,65.00,1.00,47.00,0.00,189.00
2024,2,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",577.00,117.00,37.08,1.90,16.14,1.32,60.56,1.00,0.00,7545.00,2233.00,51.00,553.00,49.00,4659.00
2024,2,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",58.00,16.00,6.05,0.00,7.18,0.00,2.77,0.00,0.00,530.00,241.00,0.00,200.00,0.00,89.00
2024,2,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1211.00,268.00,80.16,2.35,70.76,2.05,112.67,2.00,0.00,15306.00,4908.00,213.00,2367.00,57.00,7761.00
2024,2,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",26.00,3.00,1.19,0.00,0.01,0.00,1.80,0.00,0.00,396.00,75.00,0.00,2.00,0.00,319.00
2024,2,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",114.00,29.00,15.76,0.00,4.18,0.00,9.07,0.00,0.00,1510.00,1021.00,0.00,107.00,0.00,382.00
2024,2,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",95.00,16.00,5.58,0.47,3.06,0.00,6.89,0.00,0.00,1832.00,949.00,25.00,164.00,0.00,694.00
2024,2,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",279.00,63.00,21.26,0.39,17.08,1.57,22.70,0.00,0.00,2810.00,906.00,18.00,677.00,79.00,1130.00
2024,2,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",83.00,7.00,1.75,0.00,2.38,0.00,2.88,0.00,1.00,205.00,50.00,0.00,38.00,0.00,117.00
2024,2,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",58.00,21.00,10.09,0.05,1.32,0.00,9.54,0.00,0.00,1472.00,614.00,3.00,64.00,0.00,791.00
2024,2,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",335.00,75.00,25.01,0.28,10.35,0.00,39.35,0.00,0.00,4820.00,1390.00,34.00,355.00,0.00,3041.00
2024,2,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",110.00,31.00,12.84,0.00,5.34,0.00,12.82,0.00,0.00,1845.00,602.00,0.00,164.00,0.00,1079.00
2024,2,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",354.00,86.00,30.80,0.20,16.87,0.00,38.14,1.00,0.00,4764.00,1630.00,9.00,536.00,0.00,2589.00
2024,2,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9724.00,1480.00,422.27,26.63,394.19,5.61,631.30,13.00,4.00,105046.00,42072.00,2875.00,12813.00,273.00,47013.00
2024,2,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",248.00,65.00,23.52,0.00,12.22,0.00,29.26,0.00,0.00,3777.00,1840.00,0.00,335.00,0.00,1602.00
2024,2,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",87.00,20.00,5.27,0.00,4.98,0.00,9.75,0.00,0.00,1026.00,290.00,0.00,146.00,0.00,590.00
2024,2,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",240.00,52.00,16.72,0.13,8.97,0.27,25.91,0.00,0.00,2324.00,671.00,8.00,237.00,11.00,1397.00
2024,2,AA,American Airlines Network,DAB,"Daytona Beach, FL: Daytona Beach International",65.00,7.00,3.74,0.00,0.44,0.00,2.82,0.00,0.00,378.00,257.00,0.00,13.00,0.00,108.00
2024,2,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",1980.00,438.00,131.26,5.12,139.59,3.38,158.66,3.00,3.00,29724.00,10485.00,695.00,4342.00,154.00,14048.00
2024,2,AA,American Airlines Network,DEN,"Denver, CO: Denver International",653.00,138.00,45.69,1.45,41.81,1.68,47.38,0.00,0.00,8553.00,2400.00,150.00,1800.00,62.00,4141.00
2024,2,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12582.00,2281.00,632.88,56.48,707.50,7.98,876.16,12.00,7.00,184646.00,77509.00,5790.00,22056.00,343.00,78948.00
2024,2,C5,CommuteAir LLC dba CommuteAir,IAD,"Washington, DC: Washington Dulles International",663.00,53.00,14.01,0.00,17.46,0.00,21.53,0.00,0.00,4192.00,802.00,0.00,475.00,0.00,2915.00
2024,2,C5,CommuteAir LLC dba CommuteAir,IAH,"Houston, TX: George Bush Intercontinental/Houston",1258.00,102.00,25.57,1.13,32.94,0.00,42.36,4.00,0.00,10965.00,3013.00,34.00,1265.00,0.00,6653.00
